Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	freq
ENSG00000156374	TCGA-COAD	PCGF6	0	0	0	0	2
ENSG00000141580	TCGA-CESC	WDR45B	0	0	0	0	2
ENSG00000198189	TCGA-COAD	HSD17B11	0	0	0	0	2
ENSG00000100304	TCGA-PRAD	TTLL12	0	0	0	0	2
ENSG00000164821	TCGA-COAD	DEFA4	0	0	0	0	2
ENSG00000137700	TCGA-CESC	SLC37A4	0	0	0	0	2
ENSG00000065833	TCGA-PRAD	ME1	0	0	0	0	2
ENSG00000117115	TCGA-COAD	PADI2	0	0	0	0	2
ENSG00000120334	TCGA-COAD	CENPL	0	0	0	0	2
ENSG00000135218	TCGA-CESC	CD36	0	0	0	0	2
ENSG00000179348	TCGA-LAML	GATA2	1	0	0	0	2
ENSG00000184014	TCGA-COAD	DENND5A	0	0	0	0	2
ENSG00000168505	TCGA-LAML	GBX2	0	0	0	0	2
ENSG00000006075	TCGA-COAD	CCL3	0	0	0	0	2
ENSG00000174482	TCGA-LAML	LINGO2	0	0	0	0	2
ENSG00000249581	TCGA-CESC	CLRN2	0	0	0	0	2
ENSG00000131495	TCGA-CESC	NDUFA2	0	0	0	0	2
ENSG00000184432	TCGA-CESC	COPB2	0	0	0	0	2
ENSG00000167562	TCGA-LIHC	ZNF701	0	0	0	0	2
ENSG00000110395	TCGA-LAML	CBL	1	1	0	0	2
ENSG00000108604	TCGA-COAD	SMARCD2	0	0	0	0	2
ENSG00000135838	TCGA-CESC	NPL	0	0	0	0	2
ENSG00000225697	TCGA-LAML	SLC26A6	0	0	0	0	2
ENSG00000164930	TCGA-CESC	FZD6	0	0	0	0	2
ENSG00000164904	TCGA-COAD	ALDH7A1	0	0	0	0	2
ENSG00000158246	TCGA-PRAD	FAM46B	0	0	0	0	2
ENSG00000112511	TCGA-CESC	PHF1	0	0	0	0	2
ENSG00000146670	TCGA-CESC	CDCA5	0	0	0	0	2
ENSG00000184470	TCGA-PRAD	TXNRD2	0	0	0	0	2
ENSG00000025434	TCGA-LIHC	NR1H3	0	0	0	0	2
ENSG00000136944	TCGA-LIHC	LMX1B	0	0	0	0	2
ENSG00000149926	TCGA-ESCA	FAM57B	0	0	0	0	2
ENSG00000160339	TCGA-LIHC	FCN2	0	0	0	0	2
ENSG00000164898	TCGA-LAML	C7orf55	0	0	0	0	2
ENSG00000010404	TCGA-LAML	IDS	0	0	0	0	2
ENSG00000154783	TCGA-LAML	FGD5	1	0	0	0	2
ENSG00000172500	TCGA-CESC	FIBP	0	0	0	0	2
ENSG00000178685	TCGA-BLCA	PARP10	0	0	0	0	2
ENSG00000178257	TCGA-CESC	PRM3	0	0	0	0	2
ENSG00000135338	TCGA-CESC	LCA5	0	0	0	0	2
ENSG00000136933	TCGA-OV	RABEPK	0	0	0	0	2
ENSG00000126756	TCGA-UCEC	UXT	0	0	0	0	2
ENSG00000197790	TCGA-COAD	OR52M1	0	0	0	0	2
ENSG00000235109	TCGA-OV	ZSCAN31	0	0	0	0	2
ENSG00000000971	TCGA-LAML	CFH	0	0	0	0	2
ENSG00000181693	TCGA-CESC	OR8H1	0	0	0	0	2
ENSG00000102034	TCGA-LAML	ELF4	1	0	0	0	2
ENSG00000105879	TCGA-CESC	CBLL1	0	0	0	0	2
ENSG00000149541	TCGA-LAML	B3GAT3	0	0	0	0	2
ENSG00000185821	TCGA-LAML	OR6C76	0	0	0	0	2
ENSG00000156687	TCGA-COAD	UNC5D	0	0	0	0	2
ENSG00000174788	TCGA-OV	PCP2	0	0	0	0	2
ENSG00000197329	TCGA-BRCA	PELI1	0	0	0	0	2
ENSG00000197223	TCGA-OV	C1D	0	0	0	0	2
ENSG00000105610	TCGA-BRCA	KLF1	0	0	0	0	2
ENSG00000131686	TCGA-BRCA	CA6	0	0	0	0	2
ENSG00000130305	TCGA-BRCA	NSUN5	0	0	0	0	2
ENSG00000129595	TCGA-PRAD	EPB41L4A	0	0	0	0	2
ENSG00000181991	TCGA-SKCM	MRPS11	0	0	0	0	2
ENSG00000188976	TCGA-READ	NOC2L	0	0	0	0	2
ENSG00000111554	TCGA-SKCM	MDM1	0	0	0	0	2
ENSG00000198435	TCGA-BRCA	NRARP	0	0	0	0	2
ENSG00000168621	TCGA-SKCM	GDNF	0	0	0	0	2
ENSG00000186834	TCGA-BRCA	HEXIM1	0	0	0	0	2
ENSG00000197448	TCGA-BRCA	GSTK1	0	0	0	0	2
ENSG00000172115	TCGA-BRCA	CYCS	0	0	0	0	2
ENSG00000155229	TCGA-SKCM	MMS19	0	0	0	0	2
ENSG00000172785	TCGA-BRCA	CBWD1	0	0	0	0	2
ENSG00000078140	TCGA-BRCA	UBE2K	0	0	0	0	2
ENSG00000211456	TCGA-BRCA	SACM1L	0	0	0	0	2
ENSG00000129657	TCGA-BRCA	SEC14L1	0	0	0	0	2
ENSG00000141293	TCGA-BRCA	SKAP1	0	0	0	0	2
ENSG00000104889	TCGA-PRAD	RNASEH2A	0	0	0	0	2
ENSG00000176624	TCGA-BRCA	MEX3C	0	0	0	0	2
ENSG00000129749	TCGA-BRCA	CHRNA10	0	0	0	0	2
ENSG00000112414	TCGA-SKCM	GPR126	0	0	0	0	2
ENSG00000165023	TCGA-SKCM	DIRAS2	0	0	0	0	2
ENSG00000175325	TCGA-SKCM	PROP1	0	0	0	0	2
ENSG00000186063	TCGA-BRCA	AIDA	0	0	0	0	2
ENSG00000165583	TCGA-SKCM	SSX5	0	0	0	0	2
ENSG00000132670	TCGA-SKCM	PTPRA	0	0	0	0	2
ENSG00000141034	TCGA-SKCM	GID4	0	0	0	0	2
ENSG00000187187	TCGA-BRCA	ZNF546	0	0	0	0	2
ENSG00000181092	TCGA-BRCA	ADIPOQ	0	0	0	0	2
ENSG00000187715	TCGA-BRCA	KBTBD12	0	0	0	0	2
ENSG00000197816	TCGA-SKCM	CCDC180	0	0	0	0	2
ENSG00000183251	TCGA-BRCA	OR51B4	0	0	0	0	2
ENSG00000168079	TCGA-BRCA	SCARA5	0	0	0	0	2
ENSG00000183615	TCGA-LUSC	FAM167B	0	0	0	0	2
ENSG00000132010	TCGA-READ	ZNF20	0	0	0	0	2
ENSG00000157181	TCGA-HNSC	C1orf27	0	0	0	0	2
ENSG00000134827	TCGA-READ	TCN1	0	0	0	0	2
ENSG00000092871	TCGA-SKCM	RFFL	0	0	0	0	2
ENSG00000137673	TCGA-OV	MMP7	0	0	0	0	2
ENSG00000168724	TCGA-SKCM	DNAJC21	0	0	0	0	2
ENSG00000116273	TCGA-PRAD	PHF13	0	0	0	0	2
ENSG00000186818	TCGA-HNSC	LILRB4	0	0	0	0	2
ENSG00000163810	TCGA-OV	TGM4	0	0	0	0	2
ENSG00000111732	TCGA-PRAD	AICDA	0	0	0	0	2
ENSG00000130520	TCGA-READ	LSM4	0	0	0	0	2
ENSG00000137601	TCGA-PRAD	NEK1	0	0	0	0	2
ENSG00000204624	TCGA-OV	PTCHD2	0	0	0	0	2
ENSG00000125753	TCGA-READ	VASP	0	0	0	0	2
ENSG00000113070	TCGA-SKCM	HBEGF	0	0	0	0	2
ENSG00000074755	TCGA-OV	ZZEF1	0	0	0	0	2
ENSG00000147905	TCGA-READ	ZCCHC7	0	0	0	0	2
ENSG00000107201	TCGA-PRAD	DDX58	0	0	0	0	2
ENSG00000146067	TCGA-SKCM	FAM193B	0	0	0	0	2
ENSG00000124140	TCGA-LUSC	SLC12A5	0	0	0	0	2
ENSG00000046651	TCGA-OV	OFD1	0	0	0	0	2
ENSG00000153064	TCGA-PRAD	BANK1	0	0	0	0	2
ENSG00000185313	TCGA-LUSC	SCN10A	0	0	0	0	2
ENSG00000187689	TCGA-LUSC	AMTN	0	0	0	0	2
ENSG00000203618	TCGA-LUSC	GP1BB	0	0	0	0	2
ENSG00000169609	TCGA-OV	C15orf40	0	0	0	0	2
ENSG00000140678	TCGA-SKCM	ITGAX	0	0	0	0	2
ENSG00000158161	TCGA-SKCM	EYA3	0	0	0	0	2
ENSG00000019169	TCGA-SKCM	MARCO	0	0	0	0	2
ENSG00000186522	TCGA-BRCA	SEPTIN10	0	0	0	0	2
ENSG00000203785	TCGA-BRCA	SPRR2E	0	0	0	0	2
ENSG00000256206	TCGA-SKCM	PSMA1	0	0	0	0	2
ENSG00000146938	TCGA-OV	NLGN4X	0	0	0	0	2
ENSG00000099194	TCGA-BRCA	SCD	0	0	0	0	2
ENSG00000150477	TCGA-OV	KIAA1328	0	0	0	0	2
ENSG00000146731	TCGA-BRCA	CCT6A	0	0	0	0	2
ENSG00000125485	TCGA-BRCA	DDX31	0	0	0	0	2
ENSG00000124701	TCGA-BRCA	APOBEC2	0	0	0	0	2
ENSG00000134121	TCGA-PRAD	CHL1	0	0	0	0	2
ENSG00000177459	TCGA-BRCA	C8orf47	0	0	0	0	2
ENSG00000138279	TCGA-BRCA	ANXA7	0	0	0	0	2
ENSG00000249884	TCGA-BRCA	RNF103-CHMP3	0	0	0	0	2
ENSG00000128585	TCGA-BRCA	MKLN1	0	0	0	0	2
ENSG00000177370	TCGA-OV	TIMM22	0	0	0	0	2
ENSG00000157450	TCGA-BRCA	RNF111	0	0	0	0	2
ENSG00000065665	TCGA-BRCA	SEC61A2	0	0	0	0	2
ENSG00000125812	TCGA-BRCA	GZF1	0	0	0	0	2
ENSG00000001626	TCGA-BRCA	CFTR	0	0	0	0	2
ENSG00000181778	TCGA-BRCA	TMEM252	0	0	0	0	2
ENSG00000164172	TCGA-BRCA	MOCS2	0	0	0	0	2
ENSG00000141404	TCGA-BRCA	GNAL	0	0	0	0	2
ENSG00000181009	TCGA-BRCA	OR52N5	0	0	0	0	2
ENSG00000124201	TCGA-BRCA	ZNFX1	0	0	0	0	2
ENSG00000196865	TCGA-BRCA	NHLRC2	0	0	0	0	2
ENSG00000143436	TCGA-BRCA	MRPL9	0	0	0	0	2
ENSG00000165637	TCGA-BRCA	VDAC2	0	0	0	0	2
ENSG00000197376	TCGA-OV	OR8S1	0	0	0	0	2
ENSG00000145649	TCGA-BRCA	GZMA	0	0	0	0	2
ENSG00000128383	TCGA-PRAD	APOBEC3A	0	0	0	0	2
ENSG00000197915	TCGA-BRCA	HRNR	0	0	0	0	2
ENSG00000173681	TCGA-PRAD	CXorf23	0	0	0	0	2
ENSG00000172845	TCGA-BRCA	SP3	0	0	0	0	2
ENSG00000154839	TCGA-OV	SKA1	0	0	0	0	2
ENSG00000145147	TCGA-PRAD	SLIT2	0	0	0	0	2
ENSG00000134443	TCGA-BRCA	GRP	0	0	0	0	2
ENSG00000130638	TCGA-BRCA	ATXN10	0	0	0	0	2
ENSG00000108506	TCGA-BRCA	INTS2	0	0	0	0	2
ENSG00000143303	TCGA-BRCA	RRNAD1	0	0	0	0	2
ENSG00000174871	TCGA-BRCA	CNIH2	0	0	0	0	2
ENSG00000198223	TCGA-PRAD	CSF2RA	0	0	0	0	2
ENSG00000102595	TCGA-PRAD	UGGT2	0	0	0	0	2
ENSG00000139289	TCGA-OV	PHLDA1	0	0	0	0	2
ENSG00000177380	TCGA-BRCA	PPFIA3	0	0	0	0	2
ENSG00000118705	TCGA-BRCA	RPN2	0	0	0	0	2
ENSG00000278588	TCGA-BRCA	H2BC10	0	0	0	0	2
ENSG00000128250	TCGA-OV	RFPL1	0	0	0	0	2
ENSG00000079739	TCGA-BRCA	PGM1	0	0	0	0	2
ENSG00000176597	TCGA-PRAD	B3GNT5	0	0	0	0	2
ENSG00000250151	TCGA-BRCA	ARPC4-TTLL3	0	0	0	0	2
ENSG00000129691	TCGA-PRAD	ASH2L	0	0	0	0	2
ENSG00000116237	TCGA-BRCA	ICMT	0	0	0	0	2
ENSG00000113441	TCGA-BRCA	LNPEP	0	0	0	0	2
ENSG00000148814	TCGA-PRAD	LRRC27	0	0	0	0	2
ENSG00000103507	TCGA-BRCA	BCKDK	0	0	0	0	2
ENSG00000185739	TCGA-BRCA	SRL	0	0	0	0	2
ENSG00000074966	TCGA-OV	TXK	0	0	0	0	2
ENSG00000167566	TCGA-READ	NCKAP5L	0	0	0	0	2
ENSG00000123349	TCGA-OV	PFDN5	0	0	0	0	2
ENSG00000108753	TCGA-BRCA	HNF1B	0	0	0	0	2
ENSG00000172456	TCGA-BRCA	FGGY	0	0	0	0	2
ENSG00000074410	TCGA-BRCA	CA12	0	0	0	0	2
ENSG00000144647	TCGA-BRCA	POMGNT2	0	0	0	0	2
ENSG00000172156	TCGA-OV	CCL11	0	0	0	0	2
ENSG00000205423	TCGA-PRAD	CNEP1R1	0	0	0	0	2
ENSG00000008513	TCGA-OV	ST3GAL1	0	0	0	0	2
ENSG00000165406	TCGA-BRCA	MARCHF8	0	0	0	0	2
ENSG00000196357	TCGA-OV	ZNF565	0	0	0	0	2
ENSG00000006114	TCGA-HNSC	SYNRG	0	0	0	0	2
ENSG00000150459	TCGA-COAD	SAP18	0	0	0	0	2
ENSG00000204655	TCGA-LIHC	MOG	0	0	0	0	2
ENSG00000136045	TCGA-LIHC	PWP1	0	0	0	0	2
ENSG00000214026	TCGA-HNSC	MRPL23	0	0	0	0	2
ENSG00000121073	TCGA-OV	SLC35B1	0	0	0	0	2
ENSG00000168487	TCGA-LIHC	BMP1	0	0	0	0	2
ENSG00000179796	TCGA-LIHC	LRRC3B	0	0	0	0	2
ENSG00000064652	TCGA-COAD	SNX24	0	0	0	0	2
ENSG00000123104	TCGA-LIHC	ITPR2	0	0	0	0	2
ENSG00000115474	TCGA-COAD	KCNJ13	0	0	0	0	2
ENSG00000115233	TCGA-LIHC	PSMD14	0	0	0	0	2
ENSG00000186652	TCGA-LIHC	PRG2	0	0	0	0	2
ENSG00000205609	TCGA-COAD	EIF3CL	0	0	0	0	2
ENSG00000034053	TCGA-PRAD	APBA2	0	0	0	0	2
ENSG00000258659	TCGA-COAD	TRIM34	0	0	0	0	2
ENSG00000179388	TCGA-HNSC	EGR3	0	0	0	0	2
ENSG00000180383	TCGA-HNSC	DEFB124	0	0	0	0	2
ENSG00000221947	TCGA-HNSC	XKR9	0	0	0	0	2
ENSG00000164530	TCGA-HNSC	PI16	0	0	0	0	2
ENSG00000171960	TCGA-LIHC	PPIH	0	0	0	0	2
ENSG00000148488	TCGA-OV	ST8SIA6	0	0	0	0	2
ENSG00000196597	TCGA-LIHC	ZNF782	0	0	0	0	2
ENSG00000070444	TCGA-HNSC	MNT	0	0	0	0	2
ENSG00000049323	TCGA-HNSC	LTBP1	0	0	0	0	2
ENSG00000173542	TCGA-COAD	MOB1B	0	0	0	0	2
ENSG00000060138	TCGA-HNSC	YBX3	0	0	0	0	2
ENSG00000162482	TCGA-OV	AKR7A3	0	0	0	0	2
ENSG00000169718	TCGA-HNSC	DUS1L	0	0	0	0	2
ENSG00000103174	TCGA-OV	NAGPA	0	0	0	0	2
ENSG00000089159	TCGA-OV	PXN	0	0	0	0	2
ENSG00000174243	TCGA-HNSC	DDX23	0	0	0	0	2
ENSG00000150165	TCGA-COAD	ANXA8L1	0	0	0	0	2
ENSG00000070731	TCGA-LIHC	ST6GALNAC2	0	0	0	0	2
ENSG00000178726	TCGA-COAD	THBD	0	0	0	0	2
ENSG00000119888	TCGA-PRAD	EPCAM	0	0	0	0	2
ENSG00000119185	TCGA-OV	ITGB1BP1	0	0	0	0	2
ENSG00000177479	TCGA-COAD	ARIH2	0	0	0	0	2
ENSG00000198812	TCGA-HNSC	LRRC10	0	0	0	0	2
ENSG00000151379	TCGA-LIHC	MSGN1	0	0	0	0	2
ENSG00000137285	TCGA-LIHC	TUBB2B	0	0	0	0	2
ENSG00000198021	TCGA-HNSC	SPANXA1	0	0	0	0	2
ENSG00000188784	TCGA-COAD	PLA2G2E	0	0	0	0	2
ENSG00000188321	TCGA-LIHC	ZNF559	0	0	0	0	2
ENSG00000222009	TCGA-LIHC	BTBD19	0	0	0	0	2
ENSG00000145242	TCGA-HNSC	EPHA5	0	0	0	0	2
ENSG00000131808	TCGA-COAD	FSHB	0	0	0	0	2
ENSG00000104321	TCGA-LIHC	TRPA1	0	0	0	0	2
ENSG00000166479	TCGA-HNSC	TMX3	0	0	0	0	2
ENSG00000197061	TCGA-HNSC	HIST1H4C	0	0	0	0	2
ENSG00000187258	TCGA-HNSC	NPSR1	0	0	0	0	2
ENSG00000010803	TCGA-OV	SCMH1	0	0	0	0	2
ENSG00000139410	TCGA-HNSC	SDSL	0	0	0	0	2
ENSG00000160862	TCGA-OV	AZGP1	0	0	0	0	2
ENSG00000122386	TCGA-OV	ZNF205	0	0	0	0	2
ENSG00000189308	TCGA-COAD	LIN54	0	0	0	0	2
ENSG00000243056	TCGA-HNSC	EIF4EBP3	0	0	0	0	2
ENSG00000101446	TCGA-LIHC	SPINT3	0	0	0	0	2
ENSG00000204390	TCGA-LIHC	HSPA1L	0	0	0	0	2
ENSG00000058262	TCGA-HNSC	SEC61A1	0	0	0	0	2
ENSG00000090520	TCGA-HNSC	DNAJB11	0	0	0	0	2
ENSG00000164346	TCGA-LIHC	NSA2	0	0	0	0	2
ENSG00000173369	TCGA-COAD	C1QB	0	0	0	0	2
ENSG00000120742	TCGA-HNSC	SERP1	0	0	0	0	2
ENSG00000100246	TCGA-LIHC	DNAL4	0	0	0	0	2
ENSG00000078304	TCGA-LIHC	PPP2R5C	0	0	0	0	2
ENSG00000274529	TCGA-HNSC	SEBOX	0	0	0	0	2
ENSG00000259332	TCGA-LIHC	ST20-MTHFS	0	0	0	0	2
ENSG00000205544	TCGA-OV	TMEM256	0	0	0	0	2
ENSG00000173610	TCGA-HNSC	UGT2A1	0	0	0	0	2
ENSG00000170454	TCGA-SKCM	KRT75	0	0	0	0	2
ENSG00000226288	TCGA-SKCM	OR52I2	0	0	0	0	2
ENSG00000187510	TCGA-PRAD	PLEKHG7	0	0	0	0	2
ENSG00000197123	TCGA-OV	ZNF679	0	0	0	0	2
ENSG00000136153	TCGA-SKCM	LMO7	0	0	0	0	2
ENSG00000153822	TCGA-OV	KCNJ16	0	0	0	0	2
ENSG00000112208	TCGA-HNSC	BAG2	0	0	0	0	2
ENSG00000223572	TCGA-PRAD	CKMT1A	0	0	0	0	2
ENSG00000069431	TCGA-HNSC	ABCC9	0	0	0	0	2
ENSG00000132792	TCGA-SKCM	CTNNBL1	0	0	0	0	2
ENSG00000126264	TCGA-UCEC	HCST	0	0	0	0	2
ENSG00000155275	TCGA-SKCM	TRMT44	0	0	0	0	2
ENSG00000068878	TCGA-PRAD	PSME4	0	0	0	0	2
ENSG00000196876	TCGA-SKCM	SCN8A	0	0	0	0	2
ENSG00000196352	TCGA-READ	CD55	0	0	0	0	2
ENSG00000106404	TCGA-HNSC	CLDN15	0	0	0	0	2
ENSG00000188219	TCGA-PRAD	POTEE	0	0	0	0	2
ENSG00000059728	TCGA-OV	MXD1	0	0	0	0	2
ENSG00000090975	TCGA-SKCM	PITPNM2	0	0	0	0	2
ENSG00000162910	TCGA-READ	MRPL55	0	0	0	0	2
ENSG00000164040	TCGA-SKCM	PGRMC2	0	0	0	0	2
ENSG00000163463	TCGA-OV	KRTCAP2	0	0	0	0	2
ENSG00000185222	TCGA-OV	WBP5	0	0	0	0	2
ENSG00000196576	TCGA-HNSC	PLXNB2	0	0	0	0	2
ENSG00000159189	TCGA-SKCM	C1QC	0	0	0	0	2
ENSG00000103111	TCGA-SKCM	MON1B	0	0	0	0	2
ENSG00000172238	TCGA-HNSC	ATOH1	0	0	0	0	2
ENSG00000165816	TCGA-SKCM	VWA2	0	0	0	0	2
ENSG00000182220	TCGA-HNSC	ATP6AP2	0	0	0	0	2
ENSG00000141564	TCGA-READ	RPTOR	0	0	0	0	2
ENSG00000164924	TCGA-SKCM	YWHAZ	0	0	0	0	2
ENSG00000139112	TCGA-SKCM	GABARAPL1	0	0	0	0	2
ENSG00000187775	TCGA-OV	DNAH17	0	0	0	0	2
ENSG00000138175	TCGA-SKCM	ARL3	0	0	0	0	2
ENSG00000158109	TCGA-LIHC	TPRG1L	0	0	0	0	2
ENSG00000035928	TCGA-HNSC	RFC1	0	0	0	0	2
ENSG00000183955	TCGA-LIHC	SETD8	0	0	0	0	2
ENSG00000172009	TCGA-LIHC	THOP1	0	0	0	0	2
ENSG00000085365	TCGA-OV	SCAMP1	0	0	0	0	2
ENSG00000104856	TCGA-OV	RELB	0	0	0	0	2
ENSG00000013523	TCGA-READ	ANGEL1	0	0	0	0	2
ENSG00000119777	TCGA-READ	TMEM214	0	0	0	0	2
ENSG00000196932	TCGA-LIHC	TMEM26	0	0	0	0	2
ENSG00000132716	TCGA-OV	DCAF8	0	0	0	0	2
ENSG00000178828	TCGA-READ	RNF186	0	0	0	0	2
ENSG00000165621	TCGA-OV	OXGR1	0	0	0	0	2
ENSG00000100167	TCGA-HNSC	SEPTIN3	0	0	0	0	2
ENSG00000167778	TCGA-HNSC	SPRYD3	0	0	0	0	2
ENSG00000162783	TCGA-OV	IER5	0	0	0	0	2
ENSG00000099246	TCGA-READ	RAB18	0	0	0	0	2
ENSG00000125977	TCGA-PRAD	EIF2S2	0	0	0	0	2
ENSG00000122420	TCGA-SKCM	PTGFR	0	0	0	0	2
ENSG00000151612	TCGA-OV	ZNF827	0	0	0	0	2
ENSG00000100216	TCGA-SKCM	TOMM22	0	0	0	0	2
ENSG00000205364	TCGA-PRAD	MT1M	0	0	0	0	2
ENSG00000136100	TCGA-OV	VPS36	0	0	0	0	2
ENSG00000084774	TCGA-PRAD	CAD	0	0	0	0	2
ENSG00000004777	TCGA-HNSC	ARHGAP33	0	0	0	0	2
ENSG00000154040	TCGA-READ	CABYR	0	0	0	0	2
ENSG00000196184	TCGA-OV	OR10J1	0	0	0	0	2
ENSG00000181464	TCGA-READ	CDRT1	0	0	0	0	2
ENSG00000129187	TCGA-SKCM	DCTD	0	0	0	0	2
ENSG00000168502	TCGA-PRAD	SOGA2	0	0	0	0	2
ENSG00000171368	TCGA-OV	TPPP	0	0	0	0	2
ENSG00000099785	TCGA-KICH	MARCHF2	0	0	0	0	2
ENSG00000131143	TCGA-LAML	COX4I1	0	0	0	0	2
ENSG00000169131	TCGA-GBM	ZNF354A	0	0	0	0	2
ENSG00000123407	TCGA-GBM	HOXC12	0	0	0	0	2
ENSG00000164451	TCGA-GBM	FAM26D	0	0	0	0	2
ENSG00000213416	TCGA-GBM	KRTAP4-12	0	0	0	0	2
ENSG00000176678	TCGA-LGG	FOXL1	0	0	0	0	2
ENSG00000105707	TCGA-LGG	HPN	0	0	0	0	2
ENSG00000188707	TCGA-LGG	ZBED6CL	0	0	0	0	2
ENSG00000115380	TCGA-LGG	EFEMP1	0	0	0	0	2
ENSG00000145808	TCGA-LGG	ADAMTS19	0	0	0	0	2
ENSG00000125844	TCGA-LGG	RRBP1	0	0	0	0	2
ENSG00000187243	TCGA-GBM	MAGED4B	0	0	0	0	2
ENSG00000144381	TCGA-KIRC	HSPD1	0	0	0	0	2
ENSG00000163607	TCGA-LUSC	GTPBP8	0	0	0	0	2
ENSG00000123297	TCGA-SKCM	TSFM	0	0	0	0	2
ENSG00000008283	TCGA-SKCM	CYB561	0	0	0	0	2
ENSG00000179639	TCGA-HNSC	FCER1A	0	0	0	0	2
ENSG00000067798	TCGA-SKCM	NAV3	0	0	0	0	2
ENSG00000100528	TCGA-GBM	CNIH1	0	0	0	0	2
ENSG00000112658	TCGA-SKCM	SRF	0	0	0	0	2
ENSG00000145103	TCGA-GBM	ILDR1	0	0	0	0	2
ENSG00000115827	TCGA-GBM	DCAF17	0	0	0	0	2
ENSG00000167077	TCGA-GBM	MEI1	0	0	0	0	2
ENSG00000176170	TCGA-GBM	SPHK1	0	0	0	0	2
ENSG00000070961	TCGA-GBM	ATP2B1	0	0	0	0	2
ENSG00000149150	TCGA-LGG	SLC43A1	0	0	0	0	2
ENSG00000241106	TCGA-LIHC	HLA-DOB	0	0	0	0	2
ENSG00000128578	TCGA-KIRC	STRIP2	0	0	0	0	2
ENSG00000182134	TCGA-GBM	TDRKH	0	0	0	0	2
ENSG00000198755	TCGA-KIRC	RPL10A	0	0	0	0	2
ENSG00000134285	TCGA-KIRC	FKBP11	0	0	0	0	2
ENSG00000137960	TCGA-GBM	GIPC2	0	0	0	0	2
ENSG00000055955	TCGA-LIHC	ITIH4	0	0	0	0	2
ENSG00000142507	TCGA-HNSC	PSMB6	0	0	0	0	2
ENSG00000213533	TCGA-GBM	TMEM110	0	0	0	0	2
ENSG00000115840	TCGA-KIRC	SLC25A12	0	0	0	0	2
ENSG00000111206	TCGA-GBM	FOXM1	0	0	0	0	2
ENSG00000131142	TCGA-KIRC	CCL25	0	0	0	0	2
ENSG00000174485	TCGA-LGG	DENND4A	0	0	0	0	2
ENSG00000187658	TCGA-LIHC	C5orf52	0	0	0	0	2
ENSG00000186787	TCGA-LGG	SPIN2B	0	0	0	0	2
ENSG00000167904	TCGA-LGG	TMEM68	0	0	0	0	2
ENSG00000105248	TCGA-LGG	CCDC94	0	0	0	0	2
ENSG00000186020	TCGA-LIHC	ZNF529	0	0	0	0	2
ENSG00000136603	TCGA-KIRC	SKIL	0	0	0	0	2
ENSG00000156869	TCGA-LGG	FRRS1	0	0	0	0	2
ENSG00000172732	TCGA-KIRC	MUS81	0	0	0	0	2
ENSG00000165091	TCGA-SKCM	TMC1	0	0	0	0	2
ENSG00000143248	TCGA-KIRC	RGS5	0	0	0	0	2
ENSG00000035862	TCGA-GBM	TIMP2	0	0	0	0	2
ENSG00000137656	TCGA-BLCA	BUD13	0	0	0	0	2
ENSG00000172554	TCGA-GBM	SNTG2	0	0	0	0	2
ENSG00000275063	TCGA-HNSC	AC233755.1	0	0	0	0	2
ENSG00000128789	TCGA-BLCA	PSMG2	0	0	0	0	2
ENSG00000161681	TCGA-BLCA	SHANK1	0	0	0	0	2
ENSG00000186666	TCGA-HNSC	BCDIN3D	0	0	0	0	2
ENSG00000107831	TCGA-GBM	FGF8	0	0	0	0	2
ENSG00000185219	TCGA-BLCA	ZNF445	0	0	0	0	2
ENSG00000150750	TCGA-KIRC	C11orf53	0	0	0	0	2
ENSG00000172380	TCGA-KIRC	GNG12	0	0	0	0	2
ENSG00000198901	TCGA-BLCA	PRC1	0	0	0	0	2
ENSG00000164270	TCGA-GBM	HTR4	0	0	0	0	2
ENSG00000114698	TCGA-HNSC	PLSCR4	0	0	0	0	2
ENSG00000050628	TCGA-GBM	PTGER3	0	0	0	0	2
ENSG00000271321	TCGA-GBM	CTAGE6	0	0	0	0	2
ENSG00000197837	TCGA-BLCA	HIST4H4	0	0	0	0	2
ENSG00000006047	TCGA-BLCA	YBX2	0	0	0	0	2
ENSG00000176269	TCGA-KIRC	OR4F21	0	0	0	0	2
ENSG00000156802	TCGA-GBM	ATAD2	0	0	0	0	2
ENSG00000080618	TCGA-BLCA	CPB2	0	0	0	0	2
ENSG00000185940	TCGA-HNSC	KRTAP5-5	0	0	0	0	2
ENSG00000105705	TCGA-SKCM	SUGP1	0	0	0	0	2
ENSG00000160199	TCGA-HNSC	PKNOX1	0	0	0	0	2
ENSG00000158163	TCGA-GBM	DZIP1L	0	0	0	0	2
ENSG00000184678	TCGA-SKCM	HIST2H2BE	0	0	0	0	2
ENSG00000168539	TCGA-KIRC	CHRM1	0	0	0	0	2
ENSG00000114650	TCGA-SKCM	SCAP	0	0	0	0	2
ENSG00000179562	TCGA-KIRC	GCC1	0	0	0	0	2
ENSG00000243364	TCGA-KIRC	EFNA4	0	0	0	0	2
ENSG00000159788	TCGA-GBM	RGS12	0	0	0	0	2
ENSG00000152464	TCGA-SKCM	RPP38	0	0	0	0	2
ENSG00000183943	TCGA-GBM	PRKX	0	0	0	0	2
ENSG00000198954	TCGA-SKCM	KIAA1279	0	0	0	0	2
