Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	count
ENSG00000129460	TCGA-OV	IPO8	0	0	0	0	2
ENSG00000162543	TCGA-OV	PXN	0	0	0	0	2
ENSG00000054116	TCGA-OV	TPPP	0	0	0	0	2
ENSG00000108387	TCGA-OV	TMEM256	0	0	0	0	2
ENSG00000214736	TCGA-OV	OR5B3	0	0	0	0	2
ENSG00000068097	TCGA-OV	NLGN4X	0	0	0	0	2
ENSG00000234560	TCGA-OV	ZNF572	0	0	0	0	2
ENSG00000162779	TCGA-OV	RELB	0	0	0	0	2
ENSG00000134283	TCGA-OV	OR10J1	0	0	0	0	2
ENSG00000167419	TCGA-OV	KCNJ16	0	0	0	0	2
ENSG00000179085	TCGA-OV	PEX11G	0	0	0	0	2
ENSG00000155636	TCGA-OV	RP11-101E3.5	0	0	0	0	2
ENSG00000120705	TCGA-OV	WBP5	0	0	0	0	2
ENSG00000128573	TCGA-OV	SKA1	0	0	0	0	2
ENSG00000139629	TCGA-OV	MMP7	0	0	0	0	2
ENSG00000174989	TCGA-OV	SCMH1	0	0	0	0	2
ENSG00000115474	TCGA-OV	TGM4	0	0	0	0	2
ENSG00000142871	TCGA-OV	PTCHD2	0	0	0	0	2
ENSG00000074966	TCGA-OV	TIMM22	0	0	0	0	2
ENSG00000188725	TCGA-OV	ZZEF1	0	0	0	0	2
ENSG00000103051	TCGA-OV	C15orf40	0	0	0	0	2
ENSG00000108671	TCGA-OV	KIAA1328	0	0	0	0	2
ENSG00000092201	TCGA-OV	HERC5	0	0	0	0	2
ENSG00000205572	TCGA-OV	RPS11	0	0	0	0	2
ENSG00000161807	TCGA-OV	CCL11	0	0	0	0	2
ENSG00000166582	TCGA-OV	PHLDA1	0	0	0	0	2
ENSG00000258465	TCGA-OV	RNASE3	0	0	0	0	2
ENSG00000169469	TCGA-OV	GNL3	0	0	0	0	2
ENSG00000128805	TCGA-OV	OR8S1	0	0	0	0	2
ENSG00000182923	TCGA-OV	CYP4F12	0	0	0	0	2
ENSG00000099385	TCGA-OV	MIPOL1	0	0	0	0	2
ENSG00000124596	TCGA-OV	TAS2R40	0	0	0	0	2
ENSG00000113196	TCGA-OV	SLC35B1	0	0	0	0	2
ENSG00000276040	TCGA-OV	NOM1	0	0	0	0	2
ENSG00000169895	TCGA-OV	BOLA1	0	0	0	0	2
ENSG00000104883	TCGA-OV	AZGP1	0	0	0	0	2
ENSG00000156959	TCGA-OV	ZNF679	0	0	0	0	2
ENSG00000128512	TCGA-OV	IER5	0	0	0	0	2
ENSG00000170385	TCGA-OV	PCP2	0	0	0	0	2
ENSG00000168778	TCGA-OV	MXD1	0	0	0	0	2
ENSG00000136875	TCGA-OV	COX7B2	0	0	0	0	2
ENSG00000145723	TCGA-OV	OXGR1	0	0	0	0	2
ENSG00000100442	TCGA-OV	OTUD3	0	0	0	0	2
ENSG00000005108	TCGA-OV	SNRPD3	0	0	0	0	2
ENSG00000138801	TCGA-OV	GGT5	0	0	0	0	2
ENSG00000110711	TCGA-OV	ZNF565	0	0	0	0	2
ENSG00000065243	TCGA-OV	ZNF827	0	0	0	0	2
ENSG00000143816	TCGA-OV	DCAF8	0	0	0	0	2
ENSG00000237651	TCGA-OV	OFD1	0	0	0	0	2
ENSG00000159079	TCGA-OV	PDE11A	0	0	0	0	2
ENSG00000114850	TCGA-OV	GMEB2	0	0	0	0	2
ENSG00000167634	TCGA-HNSC	RFC1	0	0	0	0	2
ENSG00000139988	TCGA-HNSC	CLDN15	0	0	0	0	2
ENSG00000134452	TCGA-UCEC	ANAPC11	0	0	0	0	2
ENSG00000173662	TCGA-HNSC	RSPH4A	0	0	0	0	2
ENSG00000110651	TCGA-HNSC	EIF4EBP3	0	0	0	0	2
ENSG00000146909	TCGA-HNSC	ZNF444	0	0	0	0	2
ENSG00000119231	TCGA-HNSC	PAF1	0	0	0	0	2
ENSG00000131142	TCGA-HNSC	SEC61A1	0	0	0	0	2
ENSG00000185787	TCGA-HNSC	DNAJB11	0	0	0	0	2
ENSG00000166793	TCGA-HNSC	ACSL4	0	0	0	0	2
ENSG00000119242	TCGA-HNSC	RHAG	0	0	0	0	2
ENSG00000102030	TCGA-HNSC	SDSL	0	0	0	0	2
ENSG00000179044	TCGA-HNSC	CCDC183	0	0	0	0	2
ENSG00000160117	TCGA-HNSC	LTBP1	0	0	0	0	2
ENSG00000174130	TCGA-PCPG	TRAK2	0	0	0	0	2
ENSG00000043462	TCGA-HNSC	GLUL	0	0	0	0	2
ENSG00000168476	TCGA-HNSC	ZFYVE20	0	0	0	0	2
ENSG00000204007	TCGA-HNSC	TFF2	0	0	0	0	2
ENSG00000082175	TCGA-HNSC	TMED9	0	0	0	0	2
ENSG00000198223	TCGA-HNSC	PKNOX1	0	0	0	0	2
ENSG00000167384	TCGA-HNSC	SERP1	0	0	0	0	2
ENSG00000197619	TCGA-HNSC	KPNA6	0	0	0	0	2
ENSG00000119782	TCGA-HNSC	SERF1B	0	0	0	0	2
ENSG00000110944	TCGA-HNSC	NPSR1	0	0	0	0	2
ENSG00000183379	TCGA-HNSC	HIST1H4C	0	0	0	0	2
ENSG00000244165	TCGA-HNSC	OSER1	0	0	0	0	2
ENSG00000145703	TCGA-HNSC	PI16	0	0	0	0	2
ENSG00000139514	TCGA-HNSC	TMEM233	0	0	0	0	2
ENSG00000172232	TCGA-HNSC	IRS2	0	0	0	0	2
ENSG00000188269	TCGA-UCEC	CAPN8	0	0	0	0	2
ENSG00000180354	TCGA-UCEC	MGRN1	0	0	0	0	2
ENSG00000101445	TCGA-UCEC	R3HDM2	0	0	0	0	2
ENSG00000139055	TCGA-UCEC	TMEM186	0	0	0	0	2
ENSG00000134460	TCGA-UCEC	LYVE1	0	0	0	0	2
ENSG00000126001	TCGA-UCEC	PLSCR5	0	0	0	0	2
ENSG00000138378	TCGA-UCEC	OR10AG1	0	0	0	0	2
ENSG00000108342	TCGA-HNSC	SPANXA1	0	0	0	0	2
ENSG00000184786	TCGA-HNSC	DDIT4	0	0	0	0	2
ENSG00000175854	TCGA-HNSC	ADAM20	0	0	0	0	2
ENSG00000189120	TCGA-HNSC	LRRC10	0	0	0	0	2
ENSG00000075856	TCGA-HNSC	CSNK2B	0	0	0	0	2
ENSG00000167654	TCGA-HNSC	BCDIN3D	0	0	0	0	2
ENSG00000232196	TCGA-HNSC	LDB3	0	0	0	0	2
ENSG00000204767	TCGA-HNSC	LOC102723407	0	0	0	0	2
ENSG00000106105	TCGA-HNSC	EPHA5	0	0	0	0	2
ENSG00000197580	TCGA-HNSC	EGR3	0	0	0	0	2
ENSG00000198276	TCGA-HNSC	TRAPPC11	0	0	0	0	2
ENSG00000174937	TCGA-HNSC	HRASLS	0	0	0	0	2
ENSG00000262660	TCGA-HNSC	DEFB124	0	0	0	0	2
ENSG00000100902	TCGA-HNSC	LURAP1	0	0	0	0	2
ENSG00000136718	TCGA-HNSC	TMX3	0	0	0	0	2
ENSG00000266472	TCGA-HNSC	GRK4	0	0	0	0	2
ENSG00000136999	TCGA-HNSC	FCER1A	0	0	0	0	2
ENSG00000213741	TCGA-HNSC	AREG	0	0	0	0	2
ENSG00000158669	TCGA-HNSC	MARS2	0	0	0	0	2
ENSG00000185339	TCGA-HNSC	ATP6AP2	0	0	0	0	2
ENSG00000139200	TCGA-HNSC	PSME3	0	0	0	0	2
ENSG00000068400	TCGA-HNSC	TCN2	0	0	0	0	2
ENSG00000160808	TCGA-HNSC	UGT2A1	0	0	0	0	2
ENSG00000144306	TCGA-HNSC	ZDHHC16	0	0	0	0	2
ENSG00000178772	TCGA-HNSC	ATOH1	0	0	0	0	2
ENSG00000197296	TCGA-HNSC	PLXNB2	0	0	0	0	2
ENSG00000244607	TCGA-HNSC	ZNF180	0	0	0	0	2
ENSG00000135049	TCGA-HNSC	FAM171A2	0	0	0	0	2
ENSG00000114956	TCGA-HNSC	SPRYD3	0	0	0	0	2
ENSG00000123575	TCGA-HNSC	DUS1L	0	0	0	0	2
ENSG00000099968	TCGA-HNSC	MRPL23	0	0	0	0	2
ENSG00000160131	TCGA-HNSC	LIMK1	0	0	0	0	2
ENSG00000088876	TCGA-HNSC	PLSCR4	0	0	0	0	2
ENSG00000115966	TCGA-HNSC	NDUFS2	0	0	0	0	2
ENSG00000120158	TCGA-HNSC	DDX23	0	0	0	0	2
ENSG00000188641	TCGA-HNSC	SEBOX	0	0	0	0	2
ENSG00000164610	TCGA-HNSC	PIK3R6	0	0	0	0	2
ENSG00000101216	TCGA-HNSC	PRICKLE2	0	0	0	0	2
ENSG00000165185	TCGA-HNSC	XKR9	0	0	0	0	2
ENSG00000109083	TCGA-HNSC	3-Sep	0	0	0	0	2
ENSG00000204889	TCGA-HNSC	PATL2	0	0	0	0	2
ENSG00000197170	TCGA-HNSC	ABCC9	0	0	0	0	2
ENSG00000150459	TCGA-HNSC	SYNRG	0	0	0	0	2
ENSG00000122870	TCGA-HNSC	C1orf27	0	0	0	0	2
ENSG00000179002	TCGA-HNSC	BAG2	0	0	0	0	2
ENSG00000204628	TCGA-HNSC	ABLIM2	0	0	0	0	2
ENSG00000196911	TCGA-HNSC	MNT	0	0	0	0	2
ENSG00000168936	TCGA-HNSC	NPHP4	0	0	0	0	2
ENSG00000113048	TCGA-HNSC	YBX3	0	0	0	0	2
ENSG00000112214	TCGA-HNSC	LPIN3	0	0	0	0	2
ENSG00000099821	TCGA-HNSC	PKD2	0	0	0	0	2
ENSG00000163293	TCGA-HNSC	ADNP	0	0	0	0	2
ENSG00000205857	TCGA-HNSC	ATP6V1B1	0	0	0	0	2
ENSG00000197183	TCGA-HNSC	PSMB6	0	0	0	0	2
ENSG00000198965	TCGA-HNSC	PPP5D1	0	0	0	0	2
ENSG00000183549	TCGA-HNSC	ARHGAP33	0	0	0	0	2
ENSG00000100567	TCGA-HNSC	ZBED6	0	0	0	0	2
ENSG00000107521	TCGA-HNSC	FOXP2	0	0	0	0	2
ENSG00000001629	TCGA-HNSC	CDK5RAP1	0	0	0	0	2
ENSG00000135119	TCGA-HNSC	MSMB	0	0	0	0	2
ENSG00000077514	TCGA-HNSC	RABL2A	0	0	0	0	2
ENSG00000170579	TCGA-HNSC	LILRB4	0	0	0	0	2
ENSG00000128285	TCGA-HNSC	FBXO32	0	0	0	0	2
ENSG00000152147	TCGA-HNSC	TTC40	0	0	0	0	2
ENSG00000185924	TCGA-HNSC	RAI1	0	0	0	0	2
ENSG00000102076	TCGA-HNSC	FAM199X	0	0	0	0	2
ENSG00000169062	TCGA-UCEC	RNASE2	0	0	0	0	2
ENSG00000156011	TCGA-CESC	PDP2	0	0	0	0	2
ENSG00000183617	TCGA-LIHC	ST20-MTHFS	0	0	0	0	2
ENSG00000124507	TCGA-SKCM	PTPRA	0	0	0	0	2
ENSG00000008277	TCGA-SKCM	MDM1	0	0	0	0	2
ENSG00000130700	TCGA-SKCM	MMS19	0	0	0	0	2
ENSG00000163001	TCGA-SKCM	WDR5	0	0	0	0	2
ENSG00000139329	TCGA-SKCM	SRSF4	0	0	0	0	2
ENSG00000180347	TCGA-SKCM	GPR126	0	0	0	0	2
ENSG00000084628	TCGA-SKCM	DIRAS2	0	0	0	0	2
ENSG00000100811	TCGA-SKCM	PROP1	0	0	0	0	2
ENSG00000106018	TCGA-SKCM	SSX5	0	0	0	0	2
ENSG00000174953	TCGA-SKCM	GID4	0	0	0	0	2
ENSG00000251184	TCGA-SKCM	MRPS11	0	0	0	0	2
ENSG00000113595	TCGA-SKCM	SUCLG2	0	0	0	0	2
ENSG00000160199	TCGA-SKCM	GDNF	0	0	0	0	2
ENSG00000162512	TCGA-SKCM	ACSS1	0	0	0	0	2
ENSG00000213139	TCGA-SKCM	SCAP	0	0	0	0	2
ENSG00000112062	TCGA-SKCM	DNAJC21	0	0	0	0	2
ENSG00000143742	TCGA-SKCM	RFFL	0	0	0	0	2
ENSG00000138617	TCGA-SKCM	PSMA1	0	0	0	0	2
ENSG00000164989	TCGA-STAD	MED26	0	0	0	0	2
ENSG00000125337	TCGA-SKCM	IRAK1BP1	0	0	0	0	2
ENSG00000105926	TCGA-SKCM	CCDC180	0	0	0	0	2
ENSG00000137207	TCGA-STAD	SMPD3	0	0	0	0	2
ENSG00000173452	TCGA-SKCM	OR52I2	0	0	0	0	2
ENSG00000186283	TCGA-SKCM	L3MBTL2	0	0	0	0	2
ENSG00000169217	TCGA-SKCM	LMO7	0	0	0	0	2
ENSG00000204657	TCGA-SKCM	RPP38	0	0	0	0	2
ENSG00000103034	TCGA-SKCM	TMC1	0	0	0	0	2
ENSG00000161944	TCGA-SKCM	LTBP3	0	0	0	0	2
ENSG00000196663	TCGA-SKCM	CD34	0	0	0	0	2
ENSG00000100099	TCGA-SKCM	VCX	0	0	0	0	2
ENSG00000010379	TCGA-SKCM	KRT75	0	0	0	0	2
ENSG00000198021	TCGA-SKCM	PRLR	0	0	0	0	2
ENSG00000186141	TCGA-SKCM	B3GALNT1	0	0	0	0	2
ENSG00000120697	TCGA-SKCM	MARCO	0	0	0	0	2
ENSG00000141084	TCGA-SKCM	APH1B	0	0	0	0	2
ENSG00000085365	TCGA-SKCM	HBEGF	0	0	0	0	2
ENSG00000101577	TCGA-SKCM	FAM193B	0	0	0	0	2
ENSG00000175857	TCGA-SKCM	ITGAX	0	0	0	0	2
ENSG00000172340	TCGA-SKCM	SLC28A1	0	0	0	0	2
ENSG00000277224	TCGA-SKCM	EYA3	0	0	0	0	2
ENSG00000100263	TCGA-SKCM	TEFM	0	0	0	0	2
ENSG00000156026	TCGA-STAD	DEFB4A	0	0	0	0	2
ENSG00000124939	TCGA-STAD	OR5J2	0	0	0	0	2
ENSG00000196367	TCGA-CHOL	TRRAP	1	1	0	0	2
ENSG00000167194	TCGA-STAD	RTN4R	0	0	0	0	2
ENSG00000277932	TCGA-STAD	SUPV3L1	0	0	0	0	2
ENSG00000189350	TCGA-STAD	APIP	0	0	0	0	2
ENSG00000274209	TCGA-STAD	PPP2R2B	0	0	0	0	2
ENSG00000135409	TCGA-STAD	SNRNP27	0	0	0	0	2
ENSG00000156171	TCGA-STAD	ICAM1	0	0	0	0	2
ENSG00000100478	TCGA-STAD	SCN4B	0	0	0	0	2
ENSG00000104825	TCGA-STAD	AP1M1	0	0	0	0	2
ENSG00000196470	TCGA-STAD	SYPL2	0	0	0	0	2
ENSG00000140854	TCGA-ACC	PTRF	0	0	0	0	2
ENSG00000116039	TCGA-STAD	RPS19BP1	0	0	0	0	2
ENSG00000253598	TCGA-ACC	AATK	0	0	0	0	2
ENSG00000159733	TCGA-ACC	ST6GAL2	0	0	0	0	2
ENSG00000143093	TCGA-ACC	MAPKAP1	0	0	0	0	2
ENSG00000255587	TCGA-LUAD	MCRS1	0	0	0	0	2
ENSG00000146276	TCGA-LUAD	GPR68	0	0	0	0	2
ENSG00000070808	TCGA-LUAD	FUT2	0	0	0	0	2
ENSG00000090339	TCGA-LUAD	CDC25B	0	0	0	0	2
ENSG00000115112	TCGA-LUAD	RECQL5	0	0	0	0	2
ENSG00000122254	TCGA-PAAD	SGCE	0	0	0	0	2
ENSG00000197779	TCGA-STAD	SPDYE3	0	0	0	0	2
ENSG00000186130	TCGA-STAD	MYOZ2	0	0	0	0	2
ENSG00000104154	TCGA-STAD	SLC2A4	0	0	0	0	2
ENSG00000166073	TCGA-STAD	NUDT11	0	0	0	0	2
ENSG00000227151	TCGA-STAD	NXNL2	0	0	0	0	2
ENSG00000124357	TCGA-STAD	SLC16A13	0	0	0	0	2
ENSG00000151892	TCGA-STAD	IL17RA	0	0	0	0	2
ENSG00000188419	TCGA-STAD	OR4F29	0	0	0	0	2
ENSG00000104760	TCGA-STAD	POMT1	0	0	0	0	2
ENSG00000171316	TCGA-STAD	CD3E	0	0	0	0	2
ENSG00000172426	TCGA-STAD	GCNT7	0	0	0	0	2
ENSG00000198440	TCGA-STAD	PKMYT1	0	0	0	0	2
ENSG00000136286	TCGA-STAD	RPL27A	0	0	0	0	2
ENSG00000188396	TCGA-STAD	SLX1A	0	0	0	0	2
ENSG00000134489	TCGA-STAD	PRMT6	0	0	0	0	2
ENSG00000163527	TCGA-STAD	IFT140	0	0	0	0	2
ENSG00000118961	TCGA-STAD	NPAT	0	0	0	0	2
ENSG00000177556	TCGA-STAD	CDK5	0	0	0	0	2
ENSG00000170523	TCGA-STAD	PRDM5	0	0	0	0	2
ENSG00000125454	TCGA-STAD	TPTE	0	0	0	0	2
ENSG00000134369	TCGA-SKCM	CYB561	0	0	0	0	2
ENSG00000064115	TCGA-SKCM	HIST2H2BE	0	0	0	0	2
ENSG00000089505	TCGA-SKCM	KIAA1279	0	0	0	0	2
ENSG00000151693	TCGA-LUSC	SAR1B	0	0	0	0	2
ENSG00000179041	TCGA-LUSC	CYP3A5	0	0	0	0	2
ENSG00000087095	TCGA-LUSC	FAM167B	0	0	0	0	2
ENSG00000125409	TCGA-LUSC	RP11-343C2.9	0	0	0	0	2
ENSG00000165732	TCGA-LUSC	ZNF189	0	0	0	0	2
ENSG00000134108	TCGA-LUSC	PLSCR5	0	0	0	0	2
ENSG00000160219	TCGA-LUSC	UROD	0	0	0	0	2
ENSG00000115592	TCGA-LUSC	ATP6V1B1	0	0	0	0	2
ENSG00000128585	TCGA-LUSC	GTPBP8	0	0	0	0	2
ENSG00000186364	TCGA-LUSC	GAB1	0	0	0	0	2
ENSG00000162073	TCGA-LUSC	GP1BB	0	0	0	0	2
ENSG00000139625	TCGA-LUSC	TAGLN3	0	0	0	0	2
ENSG00000250151	TCGA-LUSC	MAGI2	0	0	0	0	2
ENSG00000162910	TCGA-KICH	UBAP1	0	0	0	0	2
ENSG00000160471	TCGA-KICH	SLCO5A1	0	0	0	0	2
ENSG00000153904	TCGA-KICH	PTK2	0	0	0	0	2
ENSG00000102128	TCGA-KICH	KIAA0895	0	0	0	0	2
ENSG00000172146	TCGA-KICH	MAOB	0	0	0	0	2
ENSG00000099957	TCGA-KICH	2-Mar	0	0	0	0	2
ENSG00000135638	TCGA-LUSC	CCDC101	0	0	0	0	2
ENSG00000008083	TCGA-LUSC	RINT1	0	0	0	0	2
ENSG00000149547	TCGA-SKCM	REEP3	0	0	0	0	2
ENSG00000164318	TCGA-LUSC	CDR2L	0	0	0	0	2
ENSG00000041353	TCGA-BRCA	GRP	0	0	0	0	2
ENSG00000204687	TCGA-BRCA	ZNF517	0	0	0	0	2
ENSG00000124171	TCGA-BRCA	ULBP2	0	0	0	0	2
ENSG00000198624	TCGA-BRCA	PITPNC1	0	0	0	0	2
ENSG00000214114	TCGA-BRCA	WDR4	0	0	0	0	2
ENSG00000107281	TCGA-BRCA	DHFRL1	0	0	0	0	2
ENSG00000142546	TCGA-BRCA	ELP3	0	0	0	0	2
ENSG00000196570	TCGA-BRCA	RNF103-CHMP3	0	0	0	0	2
ENSG00000160193	TCGA-LUSC	XPO7	0	0	0	0	2
ENSG00000165434	TCGA-LUSC	LCE1E	0	0	0	0	2
ENSG00000101265	TCGA-LUSC	SCN10A	0	0	0	0	2
ENSG00000110881	TCGA-LUSC	SLC12A5	0	0	0	0	2
ENSG00000117000	TCGA-LUSC	TMEM186	0	0	0	0	2
ENSG00000213085	TCGA-LUSC	VPS18	0	0	0	0	2
ENSG00000146731	TCGA-LUSC	PTK2	0	0	0	0	2
ENSG00000132010	TCGA-LUSC	PAK1IP1	0	0	0	0	2
ENSG00000213516	TCGA-LUSC	AMTN	0	0	0	0	2
ENSG00000120659	TCGA-LUSC	TAS2R5	0	0	0	0	2
ENSG00000120093	TCGA-KICH	ZCWPW1	0	0	0	0	2
ENSG00000165389	TCGA-KICH	TBC1D3D	0	0	0	0	2
ENSG00000132259	TCGA-KICH	SPC25	0	0	0	0	2
ENSG00000157404	TCGA-SKCM	KIT	1	1	1	1	2
ENSG00000139610	TCGA-SKCM	CHN2	0	0	0	0	2
ENSG00000138594	TCGA-SKCM	VWA2	0	0	0	0	2
ENSG00000171295	TCGA-SKCM	TCTE3	0	0	0	0	2
ENSG00000227059	TCGA-SKCM	CYP11A1	0	0	0	0	2
ENSG00000125818	TCGA-SKCM	POLM	0	0	0	0	2
ENSG00000186471	TCGA-SKCM	PSMC3	0	0	0	0	2
ENSG00000047249	TCGA-SKCM	SUGP1	0	0	0	0	2
ENSG00000171451	TCGA-SKCM	NADK	0	0	0	0	2
ENSG00000068028	TCGA-SKCM	MMP17	0	0	0	0	2
ENSG00000121053	TCGA-KICH	KDM7A	0	0	0	0	2
ENSG00000110057	TCGA-SKCM	ITGA4	0	0	0	0	2
ENSG00000127191	TCGA-SKCM	INTS12	0	0	0	0	2
ENSG00000204316	TCGA-SKCM	TOMM22	0	0	0	0	2
ENSG00000143337	TCGA-SKCM	GABARAPL1	0	0	0	0	2
ENSG00000081177	TCGA-SKCM	NAV3	0	0	0	0	2
ENSG00000148677	TCGA-SKCM	SRF	0	0	0	0	2
ENSG00000124140	TCGA-SKCM	YWHAZ	0	0	0	0	2
ENSG00000221994	TCGA-SKCM	DCTD	0	0	0	0	2
ENSG00000184903	TCGA-SKCM	SORD	0	0	0	0	2
ENSG00000152219	TCGA-SKCM	MON1B	0	0	0	0	2
ENSG00000105371	TCGA-SKCM	C1QC	0	0	0	0	2
ENSG00000100485	TCGA-SKCM	PGRMC2	0	0	0	0	2
ENSG00000106397	TCGA-KICH	FAM194B	0	0	0	0	2
ENSG00000075043	TCGA-KICH	CD47	0	0	0	0	2
ENSG00000164758	TCGA-KICH	CXCR6	0	0	0	0	2
ENSG00000176165	TCGA-SKCM	ARL3	0	0	0	0	2
ENSG00000137504	TCGA-SKCM	CTNNBL1	0	0	0	0	2
ENSG00000082397	TCGA-SKCM	C20orf112	0	0	0	0	2
ENSG00000189043	TCGA-SKCM	TRMT44	0	0	0	0	2
ENSG00000110442	TCGA-SKCM	SCN8A	0	0	0	0	2
ENSG00000061492	TCGA-SKCM	ZDHHC2	0	0	0	0	2
ENSG00000102882	TCGA-SKCM	GJA4	0	0	0	0	2
ENSG00000082258	TCGA-SKCM	PTGFR	0	0	0	0	2
ENSG00000214022	TCGA-SKCM	SSH2	0	0	0	0	2
ENSG00000140937	TCGA-SKCM	CDH11	1	1	0	0	2
ENSG00000166598	TCGA-SKCM	BDKRB1	0	0	0	0	2
ENSG00000154124	TCGA-SKCM	CST9L	0	0	0	0	2
ENSG00000057608	TCGA-SKCM	PITPNM2	0	0	0	0	2
ENSG00000128683	TCGA-SKCM	TSFM	0	0	0	0	2
ENSG00000196357	TCGA-LUAD	MELK	0	0	0	0	2
ENSG00000185686	TCGA-LUAD	GDPD5	0	0	0	0	2
ENSG00000174123	TCGA-LUAD	FOXP4	0	0	0	0	2
ENSG00000172775	TCGA-KIRP	SERPINB6	0	0	0	0	2
ENSG00000127884	TCGA-KIRP	NAP1L4	0	0	0	0	2
ENSG00000135297	TCGA-KIRP	KRTAP5-2	0	0	0	0	2
ENSG00000156222	TCGA-KIRP	SCRN3	0	0	0	0	2
ENSG00000099958	TCGA-KIRP	FGR	0	0	0	0	2
ENSG00000116783	TCGA-KIRP	CYBRD1	0	0	0	0	2
ENSG00000139428	TCGA-KIRP	TXNL4B	0	0	0	0	2
ENSG00000132612	TCGA-KIRP	MATK	0	0	0	0	2
ENSG00000146267	TCGA-KIRP	SIRT4	0	0	0	0	2
ENSG00000120937	TCGA-KIRP	KCNB1	0	0	0	0	2
ENSG00000178772	TCGA-KIRP	UAP1L1	0	0	0	0	2
ENSG00000123689	TCGA-KIRP	CIR1	0	0	0	0	2
ENSG00000008382	TCGA-KIRP	SPAG8	0	0	0	0	2
ENSG00000163626	TCGA-KIRP	MTMR9	0	0	0	0	2
ENSG00000119698	TCGA-KIRP	MED7	0	0	0	0	2
ENSG00000067057	TCGA-KIRP	MST4	0	0	0	0	2
ENSG00000101892	TCGA-KIRP	P2RX1	0	0	0	0	2
ENSG00000181619	TCGA-KIRP	PFKFB4	0	0	0	0	2
ENSG00000259494	TCGA-KIRP	MAD2L2	0	0	0	0	2
ENSG00000169621	TCGA-KIRP	SPRR2A	0	0	0	0	2
ENSG00000103591	TCGA-KIRP	ZNF703	0	0	0	0	2
ENSG00000142197	TCGA-BLCA	CPB2	0	0	0	0	2
ENSG00000170802	TCGA-KIRP	WAC	0	0	0	0	2
ENSG00000102103	TCGA-BLCA	FLT3LG	0	0	0	0	2
ENSG00000025423	TCGA-BLCA	CWC25	0	0	0	0	2
ENSG00000136404	TCGA-BLCA	PSAPL1	0	0	0	0	2
ENSG00000110063	TCGA-BLCA	SLC28A3	0	0	0	0	2
ENSG00000141034	TCGA-KIRP	EI24	0	0	0	0	2
ENSG00000049239	TCGA-KIRP	FSTL1	0	0	0	0	2
ENSG00000086666	TCGA-KIRP	NCOA3	0	0	0	0	2
ENSG00000106484	TCGA-KIRP	AMN	0	0	0	0	2
ENSG00000105550	TCGA-KIRP	ZNF567	0	0	0	0	2
ENSG00000115963	TCGA-KIRP	DNAAF1	0	0	0	0	2
ENSG00000183134	TCGA-KIRP	RPL13	0	0	0	0	2
ENSG00000185467	TCGA-KIRP	ARL2	0	0	0	0	2
ENSG00000152422	TCGA-KIRP	FRMD6	0	0	0	0	2
ENSG00000172150	TCGA-KIRP	FAM132A	0	0	0	0	2
ENSG00000142892	TCGA-KIRP	RCN3	0	0	0	0	2
ENSG00000240038	TCGA-KIRP	PODXL2	0	0	0	0	2
ENSG00000186326	TCGA-KIRP	HERC5	0	0	0	0	2
ENSG00000185651	TCGA-KIRP	CTD-2132N18.3	0	0	0	0	2
ENSG00000264230	TCGA-KIRP	NOG	0	0	0	0	2
ENSG00000239704	TCGA-KIRP	ADNP	0	0	0	0	2
ENSG00000204614	TCGA-KIRP	ZNF100	0	0	0	0	2
ENSG00000105127	TCGA-KIRP	HLA-F	0	0	0	0	2
ENSG00000136939	TCGA-KIRP	MIB2	0	0	0	0	2
ENSG00000163001	TCGA-KIRP	HIF1AN	0	0	0	0	2
ENSG00000125571	TCGA-KIRP	AGR3	0	0	0	0	2
ENSG00000128585	TCGA-KIRP	GPR27	0	0	0	0	2
ENSG00000178726	TCGA-KIRP	ZNF410	0	0	0	0	2
ENSG00000122705	TCGA-KIRP	COX7A1	0	0	0	0	2
ENSG00000138823	TCGA-KIRP	LAP3	0	0	0	0	2
ENSG00000180767	TCGA-KIRP	CAP2	0	0	0	0	2
ENSG00000197124	TCGA-KIRP	ZNF341	0	0	0	0	2
ENSG00000187446	TCGA-KIRP	JPH1	0	0	0	0	2
ENSG00000171564	TCGA-KIRP	MPEG1	0	0	0	0	2
ENSG00000182054	TCGA-CHOL	IDH2	1	1	1	0	2
ENSG00000066468	TCGA-CHOL	FGFR2	1	1	0	1	2
ENSG00000163930	TCGA-CHOL	BAP1	1	1	0	1	2
ENSG00000118946	TCGA-CHOL	PCDH17	1	0	0	0	2
ENSG00000138413	TCGA-CHOL	IDH1	1	1	1	1	2
ENSG00000141367	TCGA-CHOL	CLTC	1	1	0	0	2
ENSG00000079999	TCGA-CHOL	KEAP1	1	1	0	0	2
ENSG00000068885	TCGA-KIRP	SUV39H1	0	0	0	0	2
ENSG00000183117	TCGA-KIRP	SLC7A1	0	0	0	0	2
ENSG00000125971	TCGA-KIRP	SESN1	0	0	0	0	2
ENSG00000064601	TCGA-KIRP	RND2	0	0	0	0	2
ENSG00000237651	TCGA-KIRP	C7orf49	0	0	0	0	2
ENSG00000120868	TCGA-KIRP	KRT16	0	0	0	0	2
ENSG00000117305	TCGA-KIRP	TAF7	0	0	0	0	2
ENSG00000134744	TCGA-KIRP	TMBIM4	0	0	0	0	2
ENSG00000134594	TCGA-KIRP	NOP56	0	0	0	0	2
ENSG00000244122	TCGA-KIRP	NPIPA1	0	0	0	0	2
